Time,Step,Temp
22:38:09,6,26.78
22:38:10,9,19.39
22:38:11,2,33.1
22:38:12,6,16.48
22:38:15,5,18.2
22:38:19,6,21.05
22:38:22,10,16.91
22:38:23,8,26.32
22:38:28,10,19.23
22:38:30,10,20.75
22:38:32,10,27.0
22:38:33,3,33.38
22:38:34,8,15.13
22:38:35,6,32.06
22:38:36,8,23.61
22:38:39,4,28.54
22:38:42,4,18.5
22:38:44,1,18.93
22:38:45,3,34.37
22:38:46,0,34.52
22:38:48,7,15.89
22:38:49,8,20.29
22:38:50,9,26.21
22:38:51,3,27.88
22:38:52,2,29.39
22:38:53,6,28.07
22:38:57,2,27.04
22:38:59,0,22.74
22:39:00,7,32.63
22:39:03,6,32.87
22:39:05,9,33.89
22:39:07,1,15.45
22:39:09,4,19.51
22:39:10,6,19.14
22:39:11,9,26.92
22:39:12,1,15.36
22:39:14,2,22.24
22:39:15,0,17.12
22:39:16,2,22.65
22:39:18,5,23.6
22:39:19,3,18.1
22:39:20,0,27.95
22:39:21,8,23.14
22:39:26,0,28.69
22:39:31,4,19.97
22:39:35,4,17.98
22:39:37,4,15.29
22:39:38,7,33.82
22:39:39,7,28.87
22:39:40,3,23.99
22:39:42,3,29.08
22:39:43,6,22.99
22:39:53,5,27.98
22:39:54,1,30.42
22:39:57,4,26.17
22:39:58,2,19.54
22:39:59,0,31.41
22:40:00,4,24.72
22:40:01,0,17.61
22:40:06,2,34.06
22:40:07,4,33.98
22:40:09,2,16.88
22:40:12,5,31.32
22:40:13,6,18.26
22:40:14,1,26.01
22:40:15,8,15.42
22:40:17,8,19.31
22:40:18,1,18.87
22:40:20,9,18.96
22:40:22,10,15.13
22:40:23,5,15.71
22:40:24,9,23.98
22:40:27,9,33.88
22:40:33,6,30.68
22:40:34,5,17.76
22:40:35,2,15.36
22:40:36,4,32.11
22:40:40,2,24.09
22:40:44,4,28.99
22:40:47,8,24.92
22:40:48,0,15.17
22:40:51,5,29.86
22:40:53,5,20.5
22:40:54,2,21.05
22:40:55,0,17.0
22:40:56,0,27.38
22:40:58,4,17.61
22:41:02,4,15.19
22:41:05,8,19.42
22:41:06,9,26.45
22:41:07,0,20.81
22:41:09,6,27.22
22:41:10,0,27.7
22:41:11,7,30.88
22:41:12,1,15.94
22:41:13,1,31.28
22:41:15,8,32.32
22:41:16,10,18.36
22:41:24,0,17.7
22:41:25,2,33.91
22:41:26,10,25.87
22:41:27,5,15.35
22:41:28,3,17.6
22:41:29,0,19.61
22:41:30,0,17.11
22:41:31,5,22.22
22:41:32,5,17.7
22:41:33,10,29.01
22:41:37,8,23.15
22:41:39,0,17.67
22:41:40,10,31.87
22:41:41,0,24.32
22:41:42,4,31.77
22:41:44,8,16.55
22:41:45,3,34.12
22:41:47,5,24.03
22:41:48,9,21.6
22:41:50,6,22.64
22:41:55,5,16.47
22:41:56,3,24.18
22:41:58,1,23.12
22:41:59,6,22.41
22:42:02,6,15.91
22:42:03,1,22.75
22:42:04,7,18.33
22:42:05,2,19.96
22:42:06,10,18.3
22:42:08,8,24.12
22:42:09,0,17.25
22:42:13,2,34.91
22:42:14,9,15.79
22:42:15,8,32.77
22:42:20,8,22.14
22:42:21,9,18.85
22:42:22,7,29.18
22:42:27,6,20.73
22:42:29,2,24.44
22:42:33,5,16.45
22:42:39,4,31.91
22:42:40,10,26.18
22:42:42,7,27.69
22:42:44,10,19.3
22:42:46,10,32.04
22:42:48,5,24.23
22:42:54,5,23.43
22:42:56,0,21.24
22:42:59,2,17.19
22:43:01,10,15.43
22:43:03,3,16.67
22:43:04,2,29.0
22:43:08,8,24.8
22:43:09,3,23.44
22:43:11,0,33.14
22:43:13,6,15.66
22:43:14,0,24.23
22:43:15,9,26.88
22:43:19,8,34.9
22:43:22,2,17.57
22:43:23,0,24.37
22:43:30,0,17.58
22:43:34,5,16.11
22:43:35,9,17.55
22:43:36,6,29.91
22:43:37,0,28.03
22:43:40,5,21.56
22:43:42,1,27.42
22:43:45,1,23.87
22:43:46,0,23.85
22:43:53,8,34.91
22:43:54,8,18.33
22:43:58,5,21.17
22:44:02,8,17.98
22:44:06,0,28.62
22:44:08,2,19.79
22:44:10,4,21.42
22:44:13,3,26.45
22:44:16,0,15.6
22:44:17,1,31.37
22:44:18,0,22.24
22:44:19,10,22.59
22:44:20,9,32.88
22:44:21,2,24.09
22:44:23,5,28.53
22:44:25,6,21.18
22:44:26,10,22.63
22:44:29,10,23.13
22:44:31,0,24.62
22:44:34,3,19.75
22:44:37,1,23.23
22:44:38,8,20.15
22:44:42,4,22.79
22:44:44,1,33.68
22:44:45,3,27.49
22:44:46,1,23.93
22:44:49,10,34.01
22:44:55,5,29.07
22:44:57,9,29.16
22:44:59,2,25.92
22:45:02,2,33.78
22:45:04,1,18.91
22:45:06,7,34.96
22:45:08,3,28.79
22:45:09,5,33.75
22:45:10,1,17.05
22:45:12,7,18.65
22:45:13,5,32.2
22:45:14,10,18.74
22:45:16,1,19.12
22:45:20,6,19.47
22:45:21,1,15.48
22:45:23,4,21.77
22:45:27,3,32.82
22:45:29,1,26.9
22:45:30,1,34.26
22:45:34,6,25.51
22:45:38,10,18.95
22:45:39,3,29.46
22:45:40,5,31.03
22:45:48,8,19.84
22:45:49,1,31.97
22:45:56,4,19.05
22:45:59,9,33.21
22:46:01,9,30.99
22:46:02,4,20.57
22:46:03,1,26.02
22:46:05,9,19.87
22:46:06,10,24.4
22:46:09,0,23.95
22:46:10,6,30.72
22:46:11,0,26.34
