Time,Step,Temp
06:41:58,2,16.822432
06:42:03,2,16.822432
06:42:08,0,16.851816
06:42:13,0,16.851816
06:42:19,0,16.763659
06:42:24,0,16.763659
06:42:29,0,16.704880
06:42:34,0,16.675487
06:42:39,0,16.675487
06:42:44,0,16.734270
06:42:49,0,16.734270
06:42:54,0,16.822432
06:42:59,0,16.822432
06:43:04,0,16.822432
06:43:09,0,16.822432
06:43:15,0,16.822432
06:43:20,0,16.822432
06:43:25,0,16.616698
06:43:30,0,16.616698
06:43:35,0,16.822432
06:43:40,0,16.822432
06:43:45,0,16.910579
06:43:50,0,16.910579
06:43:55,0,16.704880
06:44:00,0,16.704880
06:44:05,0,16.881198
06:44:10,0,16.881198
06:44:15,0,16.763659
06:44:21,0,16.763659
06:44:26,0,16.734270
06:44:31,0,16.734270
06:44:36,0,16.704880
06:44:41,0,16.704880
06:44:46,0,16.851816
06:44:51,0,16.851816
06:44:56,0,16.793046
06:45:01,0,16.793046
06:45:06,0,16.822432
06:45:12,0,16.822432
06:45:17,0,16.822432
06:45:22,0,16.822432
06:45:27,0,16.822432
06:45:32,0,16.822432
06:45:37,0,16.675487
06:45:42,0,16.675487
06:45:47,0,16.734270
06:45:52,0,16.734270
06:45:58,0,16.763659
06:46:03,0,16.763659
06:46:08,0,16.704880
06:46:13,0,16.704880
06:46:18,0,16.822432
06:46:23,0,16.822432
06:46:28,0,16.704880
06:46:33,0,16.704880
06:46:38,0,21.877239
06:46:43,0,21.877239
06:46:49,0,25.963448
06:46:54,0,25.963448
06:46:59,0,27.851295
06:47:04,0,26.994950
06:47:09,0,26.994950
06:47:14,0,26.205387
06:47:19,0,26.205387
06:47:24,0,25.480892
06:47:29,0,25.480892
06:47:34,0,24.790103
06:47:39,0,24.790103
06:47:44,0,24.251658
06:47:50,0,24.251658
06:47:55,0,23.566139
06:48:00,0,23.566139
06:48:05,0,23.120420
06:48:10,0,23.120420
06:48:15,0,22.616432
06:48:20,0,22.616432
06:48:25,0,22.202217
06:48:30,0,22.202217
06:48:35,0,21.877239
06:48:41,0,21.877239
06:48:46,0,21.287319
06:48:51,0,21.287319
06:48:56,0,20.875006
06:49:01,0,20.875006
06:49:06,0,20.727861
06:49:11,0,20.727861
06:49:16,0,20.374921
06:49:21,0,20.374921
06:49:26,0,20.169159
06:49:31,0,20.169159
06:49:37,0,19.904721
06:49:42,0,19.904721
06:49:47,0,19.669756
06:49:52,0,19.669756
06:49:57,0,19.405506
06:50:02,0,19.405506
06:50:07,0,19.082629
06:50:12,0,19.082629
06:50:17,0,18.877201
06:50:23,0,18.877201
06:50:28,0,18.847856
06:50:33,0,18.847856
06:50:38,0,18.525077
